occurrence.genus_name,occurrence.species_name
Theropithecus,oswaldi
Homo,erectus
Paraethomys,tighennifae
Hystrix,cristata
Canis,adustus
Lycaon,magnus
Ursus,bibersoni
Crocuta,crocuta
Hyaena,hyaena
Panthera,leo
Felis,sylvestris
Phacochoerus,africanus
Camelus,sp.
Pelorovis,antiquus
Oryx,sp.
Parmularius,angusticornis
Damaliscus,sp.
Connochaetes,sp.
Gazella,atlantica
Equus,mauritanicus
Ceratotherium,simum
Theropithecus,oswaldi
Mus,hamidae
Praomys,darelbeidae
Paraethomys,tighennifae
Gerbillus,grandis
Gerbillus,campestris
Meriones,maximus
Meriones,maghrebianus
Ellobius,atlanticus
Eliomys,darelbeidae
Hystrix,cristata
Serengetilagus,raynali
Lepus,capensis
Crocidura,darelbeidae
Crocidura,tarfayaensis
Mus,hamidae
Praomys,darelbeidae
Gerbillus,grandis
Gerbillus,campestris
Meriones,maximus
Meriones,maghrebianus
Ellobius,atlanticus
Eliomys,sp.
Hystrix,cristata
Loxodonta,atlantica
Elephas,iolensis
Equus,mauritanicus
Equus,algericus
Hippopotamus,sirensis
Connochaetes,sp.
Rabaticeras,arambourgi
Parmularius,ambiguus
Crocuta,sp.
Homo,erectus
Sivatherium,sp.
Praomys,sp.
Myocricetodon,sp.
Irhoudia,sp.
Atlantoxerus,sp.
Vulpes,vulpes
Ursus,deningeri
Meles,meles
Panthera,sp.
Cervus,elephas
Capreolus,sp.
Sorex,sp.
Crocidura,sp.
Ochotona,sp.
Hypolagus,brachygnathus
Apodemus,mystacinus
Arvicola,flavicollis
Mesocricetus,sp.
Cricetulus,sp.
Spalax,ehrenbergi
Dryomys,sp.
Spermophilus,sp.
Castor,fiber
Microtus,subterraneus
Microtus,arvalis
Microtus,oeconomus
Chionomys,sp.
Myodes,sp.
Lagurus,pannonicus
Arvicola,cantiana
Mimomys,sp.
Asoriculus,gibberodon
Mafia,csarnotense
Erinaceus,sp.
Centralomys,magnus
Occitanomys,sp.
Orientalomys,galaticus
Apodemus,dominans
Mesocricetus,primitivus
Pseudomeriones,tchaltaensis
Mimomys,davakosi
Pliospalax,macoveii
Dryomimus,eliomyoides
Ochotonoma,anatolica
Vulpes,galaticus
Nyctereutes,donnezani
Chasmaporthetes,kani
Lynx,issiodorensis
Machairodus,giganteus
Dihoplus,megarhinus
Hipparion,heintzi
Hipparion,longipes
Sus,arvernensis
Cervus,perrieri
Giraffa,jumae
Gazella,emilii
Tchaltacerus,longicornis
Gazellospira,sp.
Megalonyx,sp.
Bootherium,bombifrons
Sylvilagus,floridanus
Spermophilus,sp.
Geomys,bursarius
Geomys,lutescens
Microtus,sp.
Canis,sp.
Metailurus,sp.
Stegomastodon,aftoniae
Mammuthus,columbi
Mammuthus,columbi
Equus,excelsus
Equus,francisci
Camelops,sp.
Ovibos,sp.
Machairodus,gigantheus
Prospalax,sp.
Ictitherium,sp.
Gazella,sp.
Chalicotherium,sp.
Hipparion,sp.
Ictitherium,sp.
Hipparion,garedzicum
Chilotherium,sp.
Samotherium,sp.
Protoryx,tadzhikistanica
Hyaena,sp.
Chalicotherium,sp.
Hipparion,sp.
Chilotherium,sp.
Brachypotherium,sp.
Platybelodon,sp.
Ochotona,sp.
Ellobius,sp.
Promimomys,baschkirica
Ursus,etruscus
Equus,stenonis
Ursus,etruscus
Paracamelus,sp.
Papio,sp.
Canis,sp.
Cervus,sp.
Equus,stenonis
Stephanorhinus,etruscus
Gazella,sinensis
Protoryx,laticeps
Ursus,etruscus
Acinonyx,pardinensis
Equus,stenonis
Paracamelus,sp.
Dihoplus,kirchbergensis
Gazella,sp.
Equus,sp.
Stephanorhinus,etruscus
Myosorex,meini
Deinsdorfia,hibbardi
Blarinoides,chalinei
Episoriculus,gibberodon
Paenelimnoecus,pannonicus
Hipparion,sp._1
Hipparion,sp._2
Deinotherium,sp.
Sus,erymanthius
Tragocerus,amaltheus
Tragocerus,sp.
Hemistrepsiceros,zitteli
Palaeoreas,lindermayeri
Palaeoryx,malori
Protoryx,sp.
Gazella,sp.
Pseudotragus,capricornis
Sorex,sp.
Asoriculus,sp.
Sorex,savini
Desmana,moschata
Talpa,minor
Talpa,europaea
Gulo,gulo
Mammuthus,trogontherii
Cervus,sp.
Capreolus,sp.
Rangifer,tarandus
Ursus,sackdillingensis
Ursus,ehrenbergi
Promimomys,sp.
Nyctereutes,sp.
Paracamelus,sp.
Cervus,sp.
Cervus,elephas
Ovis,sp.
Canis,etruscus
Vulpes,sp.
Chasmaporthetes,sp.
Pachycrocuta,sp.
Dicerorhinus,sp.
Cervus,philisi
Leptobos,sp.
Gazella,sp.
Equus,stenonis
Ictitherium,sinence
Hipparion,dermatorhinum
Chilotherium,chabereri
Microstonyx,major
Palaeotragus,asiaticus
Gazella,dorcadoides
Torticornis,ortokensis
Protoryx,sp.
Tragocerus,sp.
Vormela,sp.
Adcrocuta,eximia
Hyaenictitherium,hyaenoides
Martes,paleosinensis
Plesiogulo,crassa
Indarctos,sp.
Machairodus,kurteni
Hipparion,hippidiodus
Hipparion,elegans
Chilotherium,sp.
Cervavitus,novorossiae
Procapreolus,latifrons
Gazella,dorcadoides
Tragocerus,sp.
Palaeotragus,asiaticus
Samotherium,irtyshense
Lynx,issiodorensis
Anancus,kazachstanicus
Hipparion,houfenense
Dicerorhinus,sp.
Palaeotragus,sp.
Gazella,sinensis
Antilospira,sp.
Paracamelus,sp.
Ochotonoides,complicidens
Promimomys,stehlini
Dicerorhinus,sp.
Gazellospira,sp.
Hypolagus,brachygnathus
Ochotonoides,complicidens
Mimomys,pliocaenicus
Cricetulus,sp.
Meriones,meridianus
Villanyia,petenyi
Mimomys,newtoni
Equus,stenonis
Gazella,sinensis
Paracamelus,sp.
Villanyia,petenyi
Mimomys,haplodentatus
Mammuthus,gromovi
Dicerorhinus,sp.
Elasmotherium,sp.
Mammuthus,meridionalis
Hystrix,trofimovi
Ellobius,sp.
Promimomys,baschkirica
Papio,suschkini
Nyctereutes,megamastoides
Canis,kuruksaensis
Ursus,etruscus
Chasmaporthetes,lunensis
Pliocrocuta,perrieri
Lynx,issiodorensis
Acinonyx,pardinensis
Megantereon,megantereon
Homotherium,crenatidens
Dicerorhinus,sp.
Equus,stenonis
Paracamelus,praebactrianus
Cervus,eleonorae
Axis,flerovi
Eucladoceros,sp.
Libralces,gallicus
Sivatherium,sp.
Gazella,parasinensis
Protoryx,paralaticeps
Protoryx,sp.
Damalops,palaeindicus
Gazellospira,gromovae
Antilospira,sp.
Equus,sp.
Mammuthus,gromovi
Canis,etruscus
Allophaiomys,pliocaenicus
Canis,etruscus
Pachycrocuta,brevirostris
Homotherium,sp.
Equus,stenonis
Dicerorhinus,sp.
Leptobos,etruscus
Equus,sanmeniensis
Cervus,sp.
Bison,sp.
Pachycrocuta,brevirostris
Canis,etruscus
Sorex,sp.
Ochotona,sp.
Myodes,sp.
Microtus,gregaloides
Microtus,sp.
Cervus,acoronatus
Mammuthus,trogontherii
Mammuthus,meridionalis
Equus,stenonis
Hippopotamus,major
Alces,carnutorum
Praemegaceros,verticornis
Cervus,elephas
Antilope,sp.
Bison,schoetensacki
Trogontherium,cuvieri
Pachycrocuta,brevirostris
Stephanorhinus,etruscus
Arvicola,deucalion
Hippopotamus,antiquus
Pliohyrax,graceus
Adcrocuta,eximia
Lycyaena,sp.
Hyaenotherium,wongii
Machairodus,aphanistus
Indarctos,sp.
Hipparion,mediterraneum
Hipparion,matthewi
Hipparion,sp.
Hipparion,proboscideum
Ceratotherium,neumayri
Dihoplus,pikermiensis
Chilotherium,persiae
Chilotherium,?sp.
Hystrix,primigenia
Pseudomeriones,sp.
Orycteropus,gaudryi
Ancylotherium,pentelicum
Choerolophodon,pentelici
Palaeotragus,rouenii
Samotherium,major
Samotherium,?_sp.
Criotherium,argalioides
Palaeoreas,elegans
Gazella,sp.
Protoryx,laticeps
Palaeoryx,sp.
Oioceros,wegneri
Arvicola,mosbachensis
Microtus,duodecimcostatus
Microtus,brecciensis
Capreolus,sp.
Cervus,acoronatus
Hipparion,houfenense
Trischizolagus,sp.
Chilotherium,sp.
Oioceros,sp.
Cricetulus,sp.
Rattus,sp.
Mus,sp.
Spermophilus,sp.
Ochotonoides,complicidens
Nyctereutes,sinensis
Sus,sp.
Cervavitus,sp.
Cervus,sp.
Mimomys,orientalis
Mimomys,sp.
Palaeoloxodon,antiquus
Palaeoloxodon,antiquus
Palaeoloxodon,antiquus
Palaeoloxodon,antiquus
Palaeoloxodon,antiquus
Palaeoloxodon,antiquus
Tempestia,ovilis
Paraglirulus,werenfelsi
Mesocetus,argillarius
Isocetus,depauwi
Graamocetus,longicollis
Uranocetus,gramensis
Tempestia,ovilis
Tempestia,ovilis
Paraglirulus,werenfelsi
Tempestia,hartenbergeri
Tempestia,hartenbergeri
Pseudodryomys,julii
Peridyromys,obtusangulus
Peridyromys,obtusangulus
Peridyromys,obtusangulus
Pseudodryomys,rex
Altomiramys,daamsi
Bransatoglis,sp.
Galerix,remmerti
Desmanodon,daamsi
Myxomygale,hutchisoni
Heterosorex,sp.
Soricella,discrepans
Clapasorex,alvarezae
Oligosorex,thauensis
Eliomys,truci
Megacricetodon,gregarius
Lagopsis,verus
Bison,priscus
Rangifer,sp.
Cervus,sp.
Mammuthus,primigenius
Lagurodon,arankae
Allophaiomys,pliocaenicus
Allophaiomys,sp.
Mimomys,sp.
Pliomys,sp.
Apodemus,sylvaticus
Apodemus,mystacinus
Myomimus,personatus
Eliomys,sp.
Sciurus,sp.
Macaca,sylvanus
Macaca,florentina
Macaca,majori
Pliopithecus,lockeri
Gomphotherium,angustidens
Mammut,sp.
Dihoplus,megarhinus
Cervus,sp.
Alces,sp.
Bison,sp.
Sus,scrofa
Anancus,sp.
Mammuthus,meridionalis
Keramidomys,sp.
Apodemus,dominans
Apodemus,sp.
Rhagapodemus,frequens
Mimomys,occitanus
Dryomimus,eliomyoides
Pliomys,hungaricus
Sciurus,anomalus
Pliospalax,tourkobouniensis
Orientalomys,similis
Apodemus,dominans
Rhagapodemus,athenensis
Dryomimus,eliomyoides
Dryomys,sp.
Glis,sackdillingensis
Pliomys,graecus
Mimomys,hassiacus
Orientalomys,similis
Apodemus,dominans
Rhagapodemus,athenensis
Micromys,praeminutus
Myomimus,roachi
Eliomys,sp.
Dryomys,sp.
Pliomys,graecus
Mimomys,gracilis
Mimomys,hajnackensis
Dibolia,bifida
Apodemus,dominans
Thallomys,sp.
Myomimus,sp.
Hystrix,sp.
Mimomys,hajnackensis
Equus,sp.
Sus,strozzii
Leptobos,sp.
Homotherium,crenatidens
Lynx,issiodorensis
Stephanorhinus,etruscus
Equus,sp.
Cervus,philisi
Nyctereutes,megamastoides
Vulpes,praecorsac
Megantereon,megantereon
Lynx,issiodorensis
Equus,stenonis
Eucladoceros,senezensis
Cervus,philisi
Croizetoceros,ramosus
Leptobos,sp.
Gazellospira,torticornis
Gallogoral,meneghinii
Gazella,sp.
Procamptoceras,sp.
Nyctereutes,megamastoides
Vulpes,alopecoides
Ursus,etruscus
Baranogale,helbingi
Chasmaporthetes,lunensis
Equus,stenonis
Eucladoceros,senezensis
Cervus,philisi
Gazellospira,torticornis
Gallogoral,meneghinii
Gazella,bouvrainae
Listriodon,splendens
Lagomeryx,parvulus
Euprox,furcatus
Anchitherium,aurelianese
Chalicotherium,grande
Brachypotherium,brachypus
Dicerorhinus,germanicus
Deinotherium,giganteum
Tetrabelodon,angustidens
Crocidura,sp.
Blarinella,sp.
Episoriculus,gibberodon
Ochotonoides,sp.
Castor,fiber
Mimomys,occitanus
Dolomys,sp.
Apodemus,dominans
Hyaena,pyrenaica
Hipparion,crassum
Cervus,philisi
Gazella,sp.
Nyctereutes,megamastoides
Castor,sp.
Vulpes,alopecoides
Ursus,etruscus
Homotherium,crenatidens
Homotherium,crenatidens
Anancus,arvernensis
Mammuthus,meridionalis
Equus,stenonis
Stephanorhinus,sp.
Sus,strozzii
Croizetoceros,ramosus
Eucladoceros,sp.
Gazella,borbonica
Gazella,bouvrainae
Gazella,sp.
Gazellospira,torticornis
Gomphotherium,angustidens
Zygolophodon,turicensis
Democricetodon,minor
Democricetodon,affinis
Democricetodon,schaubi
Eumyarion,bifidus
Myomimus,sp.
Apodemus,dominans
Mimomys,reidi
Hystrix,major
Apodemus,mystacinus
Canis,etruscus
Canis,arnensis
Meles,dimitrius
Panthera,gombaszoegensis
Equus,stenonis
Sus,strozzii
Eucladoceros,senezensis
Cervus,sp.
Croizetoceros,ramosus
Leptobos,etruscus
Gazellospira,sp.
Gazella,bouvrainae
Pachycrocuta,brevirostris
Hipparion,gracile
Dihoplus,schleiermacheri
Peratherium,sp.
Cynodictis,sp.
Suevosciurus,fraasi
Suevosciurus,ebingensis
Pseudosciurus,sp.
Isoptychus,siderolithicus
Oltinomys,sp.
Gliravus,priscus
Peridyromys,micio
Macaca,sp.
Colobus,flandrini
Allohyaena,algeriensis
Indarctos,arctoides
Zygolophodon,turicensis
Hystrix,sp.
Hippotherium,primigenium
Nyanzachoerus,sp.
Palaeotragus,germaini
Percrocuta,algeriensis
Orycteropus,mauritanicus
Hippotherium,primigenium
Dicerorhinus,primaevus
Samotherium,sp.
Damalavus,boroccoi
Gazella,praegaudryi
Progonomys,cathalai
Zramys,sp.
Myocricetodon,sp.
Ursus,etruscus
Equus,stenonis
Sus,strozzii
Leptobos,etruscus
Gazella,bouvrainae
Procamptoceras,sp.
Apodemus,dominans
Myomimus,roachi
Mimomys,pliocaenicus
Mimomys,reidi
Mimomys,pitymyoides
Mimomys,newtoni
Pliomys,episcopalis
Myodes,sp.
Myomimus,roachi
Apodemus,mystacinus
Apodemus,sylvaticus
Mimomys,ostramosensis
Lynx,issiodorensis
Equus,stenonis
Equus,stehlini
Cervus,pardinensis
Cervus,sp.
Leptobos,sp.
Gazellospira,torticornis
Kislangia,rex
Zramys,gueltae
Myocricetodon,parvus
Myocricetodon,ouedi
Progonomys,cathalai
Africanomys,kettarati
Atlantoxerus,sp.
Microdyromys,sp.
Schizogalerix,sp.
Erinaceus,olgae
Cricetulus,varians
Microtus,epimticeps
Myospalax,fontanieri
Lepus,sp.
Macaca,robustus
Felis,youngi
Vulpes,corsac
Meles,meles
Nyctereutes,sinensis
Canis,sp.
Dicerorhinus,merki
Cervus,grayi
Cervus,elegans
Capreolus,manchuricus
Capreolus,sp.
Moschus,moschiferus
Hydropotes,sp.
Sus,scrofa
Alloptox,chinghaiensis
Plesiodipus,leei
Micromeryx,sp.
Gomphotherium,wimani
Megacricetodon,sinensis
Protalactaga,tunggurensis
Eumyarion,sp.
Sinolagomys,pachygnathus
Eucricetodon,youngi
Plesiosminthus,xiningensis
Plesiosminthus,huangshuiensis
Plesiosminthus,lajeensis
Tataromys,suni
Tataromys,sp.
Tachyoryctoides,pachygnatus
Brachypotherium,sp.
Oioceros,xiejianensis
Megacricetodon,sinensis
Protalactaga,tunggurensis
Tataromys,sp.
Sinolagomys,pachygnathus
Sinolagomys,pachygnathus
Eucricetodon,youngi
Plesiosminthus,xiningensis
Plesiosminthus,huangshuiensis
Plesiosminthus,lajeensis
Tataromys,suni
Tachyoryctoides,pachygnatus
Brachypotherium,sp.
Oioceros,xiejiaensis
Gomphotherium,wimani
Gomphotherium,connexus
Bunolistriodon,minheensis
Gomphotherium,wimani
Oioceros,noverca
Micromeryx,sp.
Tapirus,augustus
Rhinoceros,sp.
Sus,scrofa
Cervus,unicolor
Muntiacus,muntiacus
Bubalus,sp.
Sulimskia,kretzoii
Sorex,subaraneus
Petenyia,hungarica
Deinsdorfia,hibbardi
Sorex,minutus
Sorex,bor
Sorex,praealpinus
Sorex,praearaneus
Petenyia,hungarica
Sorex,runtonensis
Sorex,praearaneus
Mammuthus,weifangensis
Agriotherium,inexpetans
Hipparion,sp.
Chilotherium,sp.
Honanotherium,sp.
Tupaiodon,sp.
Desmatolagus,sp.
Schizotherium,avitum
Ardynia,mongoliensis
Ardynomys,sp.
Prosciurus,sp.
Eucricetodon,spp.
Heosminthus,sp.
Karakoromys,decessus
Liaotherium,gracile
Kurdalagonus,maicopicum
Cetotherium,mayeri
Mylohyus,fossilis
Peromyscus,leucopus
Peromyscus,sp.
Equus,stenonis
Stephanorhinus,etruscus
Eucladoceros,senezensis
Leptobos,sp.
Gazellospira,torticornis
Anancus,sp.
Mammuthus,meridionalis
Equus,stenonis
Leptobos,sp.
Canis,sp.
Ursus,sp.
Enhydrictis,ardea
Homotherium,sp.
Mammuthus,meridionalis
Equus,stenonis
Stephanorhinus,etruscus
Stephanorhinus,sp.
Stephanorhinus,sp.
Hippopotamus,amphibius
Eucladoceros,sp.
Leptobos,sp.
Leptobos,sp.
Crocidura,kornfeldi
Sorex,minutus
Sorex,praearaneus
Asoriculus,gibberodon
Beremendia,fissidens
Spermophilus,sp.
Sicista,subtilis
Apodemus,sylvaticus
Cricetinus,koufosi
Mimomys,sp.
Allophaiomys,pliocaenicus
Lagurodon,arankae
Sciurus,sp.
Glis,sackdillingensis
Glis,sp.
Apodemus,mystacinus
Apodemus,sylvaticus
Cricetulus,migratorius
Mimomys,savini
Pliomys,episcopalis
Lagurodon,sp.
Microtus,rufoi
Canis,lupus
Vulpes,sp.
Praemegaceros,verticornis
Cervalces,latifrons
Gazella,sp.
Sciurus,anomalus
Glis,sackdillingensis
Apodemus,mystacinus
Apodemus,sylvaticus
Cricetulus,migratorius
Lagurodon,arankae
Microtus,nutiensis
Macaca,sp.
Sardolutra,ichnusae
Sciurus,sp.
Myomimus,roachi
Apodemus,sp.
Mus,aegeaus
Mesocricetus,aureatus
Spalax,nehringi
Meriones,tristrami
Microtus,sp.
Mammuthus,meridionalis
Hippopotamus,amphibius
Eucladoceros,boulei
Oryctolagus,lacosti
Hystrix,refossa
Mimomys,sp.
Lagurodon,arankae
Canis,etruscus
Canis,arnensis
Canis,sp.
Panthera,gombaszoegensis
Equus,stenonis
Gazellospira,torticornis
Talpa,sp.
Crocidura,kornfeldi
Sorex,minutus
Sorex,praearaneus
Asoriculus,castellarini
Beremendia,fissidens
Spermophilus,nogaici
Pliospalax,senii
Myomimus,sp.
Glis,glis
Sicista,subtilis
Apodemus,mystacinus
Apodemus,sylvaticus
Cricetinus,koufosi
Mimomys,savini
Microtus,pitymyoides
Lagurodon,arankae
Kislangia,sp.
Canis,arnensis
Putorius,sp.
Equus,stenonis
Hippopotamus,amphibius
Erinaceus,europaeus
Lagurodon,arankae
Canis,etruscus
Canis,arnensis
Canis,apolloniensis
Canis,sp.
Vulpes,alopecoides
Ursus,etruscus
Meles,dimitrius
Megantereon,cultridens
Lynx,issiodorensis
Equus,apolloniensis
Eucladoceros,sp.
Bison,sp.
Soergelia,brigittae
Praeovibos,sp.
Ovis,sp.
Hemitragus,sp.
Apodemus,mystacinus
Apodemus,sylvaticus
Mimomys,savini
Lagurodon,arankae
Microtus,sp.
Apodemus,mystacinus
Apodemus,sylvaticus
Micromys,minutus
Mimomys,savini
Pliomys,episcopalis
Lagurodon,sp.
Microtus,sp.
Tetralophodon,sp.
Hipparion,sp.
Migmacastor,procumbodens
Apodemus,mystacinus
Apodemus,sylvaticus
Cricetulus,migratorius
Lagurus,pannonicus
Microtus,arvalidens
Canis,lupus
Vulpes,praeglacialis
Panthera,gombaszoegensis
Equus,sp.
Hemitragus,bonali
Vulpes,sp.
Panthera,leo
Mammuthus,meridionalis
Equus,sp.
Stephanorhinus,etruscus
Hippopotamus,amphibius
Praemegaceros,verticornis
Vulpes,alopecoides
Ursus,etruscus
Croizetoceros,ramosus
Megantereon,cultridens
Vulpes,alopecoides
Ursus,etruscus
Mammuthus,meridionalis
Mammuthus,meridionalis
Equus,stenonis
Leptobos,etruscus
Leptobos,sp.
Sorex,minutissimus
Pliopetaurista,dehneli
Cervus,cusanus
Cervus,pardinensis
Arvernoceros,ardei
Croizetoceros,ramosus
Neurotrichus,minor
Talpa,sp.
Crocidura,sp.
Neomys,sp.
Myotis,sp.
Lynx,spelaea
Ursus,deningeri
Eliomys,quercinus
Allocricetus,bursae
Mimomys,sp.
Pliomys,lenki
Arvicola,sapidus
Microtus,brecciensis
Microtus,duodecimcostatus
Apodemus,sylvaticus
Lepus,sp.
Oryctolagus,cuniculus
Equus,sp.
Capreolus,sp.
Crocidura,sp.
Ursus,sp.
Eliomys,sp.
Allophaiomys,pliocaenicus
Apodemus,flavicollis
Equus,sp.
Stephanorhinus,etruscus
Equus,altidens
Stephanorhinus,etruscus
Sus,scrofa
Antilope,nestii
Eucladoceros,giulii
Cervus,elephas
Bison,voigtstedtensis
Crocuta,crocuta
Ursus,sp.
Vulpes,praeglacialis
Mustela,palerminea
Mimomys,savini
Microtus,seseae
Microtus,arvalidens
Pliomys,episcopalis
Allocricetus,sp.
Apodemus,flavicollis
Micromys,minutus
Eliomys,helleri
Castor,fiber
Beremendia,fissidens
Sorex,sp.
Neomys,sp.
Crocidura,sp.
Galemys,sp.
Talpa,sp.
Erinaceus,sp.
Oryctolagus,sp.
Lepus,sp.
Myotis,sp.
Rhinolophus,sp.
Miniopterus,schreibersii
Allophaiomys,chalinei
Hystrix,refossa
Marmota,sp.
Mammuthus,sp.
Stephanorhinus,etruscus
Bison,voigtstedtensis
Equus,altidens
Megaloceros,sp.
Cervus,elephas
Antilope,sp.
Sus,scrofa
Capreolus,sp.
Homo,antecessor
Crocuta,crocuta
Ursus,sp.
Canis,mosbachensis
Vulpes,praeglacialis
Lynx,sp.
Mustela,palerminea
Mimomys,savini
Microtus,seseae
Microtus,arvalidens
Pliomys,episcopalis
Allocricetus,sp.
Apodemus,flavicollis
Micromys,minutus
Eliomys,helleri
Castor,fiber
Beremendia,fissidens
Sorex,sp.
Neomys,sp.
Crocidura,sp.
Galemys,sp.
Talpa,sp.
Erinaceus,sp.
Oryctolagus,sp.
Lepus,sp.
Myotis,sp.
Rhinolophus,sp.
Miniopterus,schreibersii
Allophaiomys,pliocaenicus
Castillomys,crusafonti
Apodemus,mystacinus
Eliomys,intermedius
Hystrix,major
Prolagus,calpensis
Oryctolagus,lacosti
Desmana,sp.
Ursus,etruscus
Canis,etruscus
Canis,falconeri
Homotherium,latidens
Megantereon,whitei
Lynx,issiodorensis
Pachycrocuta,brevirostris
Meles,sp.
Mammuthus,meridionalis
Hippopotamus,amphibius
Praeovibos,sp.
Soergelia,minor
Vulpes,praeglacialis
Equus,altidens
Stephanorhinus,etruscus
Megaloceros,solilhacus
Hemitragus,alba
Crocidura,sp.
Erinaceus,sp.
Prolagus,calpensis
Oryctolagus,lacosti
Myotis,sp.
Rhinolophus,euryale
Rhinolophus,mehelyi
Miniopterus,sp.
Allophaiomys,chalinei
Apodemus,mystacinus
Eliomys,quercinus
Mammuthus,meridionalis
Equus,stenonis
Equus,sp.
Vulpes,sp.
Canis,etruscus
Panthera,gombaszoegensis
Acinonyx,sp.
Pachycrocuta,brevirostris
Alces,savini
Cervus,elaphoides
Hemitragus,sp.
Homotherium,latidens
Castillomys,crusafonti
Capra,sp.
Theropithecus,oswaldi
Homo,sp.
Stephanorhinus,etruscus
Xenocyon,lycaonoides
Lynx,spelaeus
Megantereon,cultridens
Panthera,schaubi
Ursus,sp.
Panthera,gombaszoegensis
Equus,sp.
Crocuta,crocuta
Stephanorhinus,etruscus
Cervus,elephas
Antilope,dama
Alces,sp.
Bison,sp.
Mimomys,savini
Eliomys,helleri
Allocricetus,sp.
Microtus,arvalidens
Pliomys,episcopalis
Apodemus,flavicollis
Allophaiomys,chalinei
Erinaceus,europaeus
Sorex,sp.
Crocidura,sp.
Oryctolagus,sp.
Talpa,sp.
Micromys,minutus
Hystrix,refossa
Castor,fiber
Marmota,sp.
Allophaiomys,chalinei
Microtus,arvalidens
Pliomys,episcopalis
Micromys,savini
Microtus,seseae
Allocricetus,sp.
Micromys,minutus
Apodemus,flavicollis
Eliomys,helleri
Marmota,sp.
Stephanorhinus,etruscus
Homotherium,latidens
Canis,mosbachensis
Ursus,sp.
Panthera,gombaszoegensis
Crocuta,crocuta
Ovibos,sp.
Pliomys,episcopalis
Mimomys,savini
Microtus,oeconomus
Microtus,atapuerquensis
Allocricetus,sp.
Apodemus,flavicollis
Eliomys,helleri
Hystrix,refossa
Stephanorhinus,etruscus
Equus,sp.
Hippopotamus,amphibius
Cervus,elephas
Megaloceros,sp.
Bison,sp.
Canis,mosbachensis
Crocuta,crocuta
Ursus,sp.
Panthera,gombaszoegensis
Stephanorhinus,hundsheimensis
Equus,caballus
Antilope,dama
Cervus,elephas
Megaloceros,sp.
Bison,sp.
Panthera,leo
Canis,lupus
Microtus,atapuerquensis
Microtus,arvalis
Microtus,agrestis
Pliomys,lenki
Arvicola,sapidus
Allocricetus,bursae
Apodemus,flavicollis
Eliomys,quercinus
Microtus,atapuerquensis
Microtus,arvalis
Microtus,agrestis
Pliomys,lenki
Arvicola,sapidus
Allocricetus,bursae
Apodemus,flavicollis
Eliomys,quercinus
Stephanorhinus,hundsheimensis
Equus,caballus
Cervus,elephas
Bison,sp.
Canis,lupus
Panthera,leo
Ruscinomys,sp.
Cricetus,kormosi
Protatera,sp.
Myocricetodon,parvus
Apodemus,gudrunae
Occitanomys,sp.
Castillomys,crusafont
Paraethomys,miocaenicus
Stephanomys,ramblensis
Talpa,sp.
Desmana,sp.
Kislangia,sp.
Mimomys,medasensis
Mimomys,tornensis
Stephanomys,progressus
Apodemus,mystacinus
Castillomys,crusafonti
Eliomys,quercinus
Lynx,sp.
Felis,sp.
Vulpes,alopecoides
Canis,etruscus
Ursus,etruscus
Pachycrocuta,brevirostris
Equus,stenonis
Gazellospira,torticornis
Procamptoceras,bivratense
Antilope,nesti
Eucladoceros,sp.
Leptobos,sp.
Cervus,philisi
Stephanomys,progressus
Apodemus,mystacinus
Mimomys,medasensis
Kislangia,sp.
Mimomys,medasensis
Mimomys,savini
Allophaiomys,chalinei
Allophaiomys,nutiensis
Pliomys,episcopalis
Allocricetus,bursae
Apodemus,sylvaticus
Castillomys,crusafonti
Micromys,minutus
Eliomys,quercinus
Ochotona,pusilla
Lepus,timidus
Castor,fiber
Lemmus,lemmus
Arvicola,terrestris
Microtus,oeconomus
Microtus,gregalis
Apodemus,sp.
Vulpes,vulpes
Ursus,sp.
Panthera,leo
Panthera,sp.
Equus,sp.
Dihoplus,kirchbergensis
Cervus,elaphus
Rangifer,tarandus
Ovis,antiqua
Gazella,borbonica
Equus,stenonis
Mimomys,medasensis
Castillomys,crusafonti
Apodemus,dominans
Allophaiomys,pliocaenicus
Apodemus,mystacinus
Castillomys,crusafonti
Hystrix,major
Equus,stenonis
Mammuthus,meridionalis
Hippopotamus,antiquus
Stephanorhinus,etruscus
Equus,altidens
Megaloceros,solilhacus
Cervus,sp.
Bos,sp.
Hemitragus,sp.
Megantereon,whitei
Ursus,sp.
Hystrix,major
Allophaiomys,burgondiae
Allophaiomys,chalinei
Mimomys,savini
Mimomys,oswaldoreigi
Castillomys,crusafonti
Arvicola,sp.
Microtus,gregalis
Microtus,oeconomus
Mimomys,savini
Microtus,gregaloides
Sorex,minutus
Sorex,sp._1
Sorex,sp._2
Apodemus,sylvaticus
Myodes,glareolus
Microtus,arvalis
Microtus,sp.
Crocuta,crocuta
Equus,sp.
Sus,scrofa
Megaloceros,verticornis
Megaloceros,dawkinsi
Arvicola,sp.
Microtus,gregalis
Sorex,sp.
Neomys,sp.
Crocidura,sp.
Eliomys,quercinus
Apodemus,sylvaticus
Lepus,granatensis
Canis,etruscus
Crocuta,crocuta
Mammuthus,trogontherii
Equus,altidens
Equus,sussenbornensis
Sus,scrofa
Bison,sp.
Capra,sp.
Allocricetus,bursae
Arvicola,cantiana
Stephanorhinus,hundsheimensis
Alces,savini
Sivoreas,sondaari
Stephanomys,minor
Stephanomys,donnezani
Castillomys,crusafonti
