occurrence.genus_name,occurrence.species_name
Proterotherium,americanum
Aotus,dindensis
Nanoastegotherium,prostatum
Proeuphractus,limpidus
Nanoastegotherium,prostatum
Anadasypus,hondanus
Equus,oldowayensis
Anadasypus,hondanus
Anadasypus,hondanus
Anadasypus,hondanus
Pedrolypeutes,praecursor
Pedrolypeutes,praecursor
Pseudoprepotherium,confusum
Neonematherium,flabellatum
Pedrolypeutes,praecursor
Pedrolypeutes,praecursor
Boreostemma,gigantea
Hondathentes,cazador
Neosaimiri,annectens
Pedrolypeutes,praecursor
Neonematherium,flabellatum
Homo,sapiens
Presbytis,sp.
Panthera,tigris
Manis,javanicus
Tapirus,indicus
Sus,scofa
Cervus,timorensis
Cervus,kuhlii
Muntiacus,muntjak
Sciurus,notatus
Rattus,tiomanicus
Pedrolypeutes,praecursor
Neonematherium,flabellatum
Cebupithecia,sarmientoi
Neoglyptatelus,originalis
Neoglyptatelus,originalis
Neoglyptatelus,originalis
Pseudoprepotherium,confusum
Huilatherium,pluripicatum
Neoglyptatelus,originalis
Neoglyptatelus,originalis
Pachybiotherium,minor
Thylamys,minutus
Thylamys,colombianus
Micoureus,laventicus
Hondadelphys,fieldsi
Noctilio,albiventris
Notonycteris,magdalenensis
Thyroptera,robusta
Thyroptera,tricolor
Notonycteris,sucharadeus
Palynephyllum,antimaster
Thyroptera,lavali
Boreostemma,gigantea
Hondadelphys,fieldsi
Lycopsis,longirostrus
Neonematherium,flabellatum
Potamosiren,magdalenensis
Boreostemma,gigantea
Boreostemma,gigantea
Boreostemma,gigantea
Indalecia,grandensis
Colbertia,lumbrerense
Pampahippus,arenalesi
Pampahippus,sp.
Catopsbaatar,catopsaloides
Nemegtbaatar,gobiensis
Chulsanbaatar,vulgaris
Barunlestes,butleri
Asioryctes,nemegtensis
Deltatheridium,pretrituberculare
Catopsbaatar,catopsaloides
Kryptobaatar,dashzevegi
Catopsbaatar,catopsaloides
Cardiatherium,orientalis
Patene,coluapiensis
Victorlemoineia,sp.
Anisolambda,sp.
Ricardolydekkeria,sp.
Postpithecus,sp.
Carodnia,feruglioi
Carodnia,cabrerai
Polydolops,winecage
Ernestokokenia,chaishoer
Seumadia,yapa
Wainka,tshotshe
Leopardus,vorohuensis
Eomaia,scansoria
Sinodelphys,szalayi
Akidolestes,cifelli
Sinobaatar,lingyuanensis
Chaoyangodens,lii
Cuvieronius,tropicus
Equus,sp.
Mammuthus,sp.
Protitanotherium,koreanicum
Colodon,hodsimai
Desmatotherium,grangeri
Lophialetes,tokunagai
Caenolophus,makii
Dihoplus,schleiermacheri
Rhinoceros,pachygnathus
Aceratherium,sp.
Hipparion,gracile
Hipparion,sp.
Sus,erymanthius
Helladotherium,sp.
Giraffa,sp.
Palaeoryx,pallasi
Tragocerus,sp.
Pseudotragus,longicornis
Gazella,gaudryi
Gazella,sp.
Adcrocuta,eximia
Ictitherium,hipparionum
Miodugong,brevicranius
Elephas,namadicus
Elephas,sp.
Rhinoceros,sivalensis
Hexaprotodon,sivalensis
Didelphis,brachyodonta
Didelphis,brachyodonta
Didelphis,reigi
Didelphis,reigi
Lutreolina,crassicaudata
Lutreolina,crassicaudata
Thylophorops,chapalmalensis
Thylophorops,chapalmalensis
Thylophorops,chapalmalensis
Thylophorops,chapalmalensis
Thylophorops,chapalmalensis
Gashternia,ctalehor
Ernestokokenia,yirunhor
Peripantostylops,orehor
Henricosbornia,waitehor
Seudenius,cteronc
Isotemnus,ctalego
Kibenikhoria,get
Shecenia,ctirneru
Notogale,mitis
Pharsophorus,lacerans
Proborhyaena,gigantea
Archaeohyrax,suniensis
Notogale,mitis
Palaeothentes,boliviensis
Pharsophorus,lacerans
Notogale,mitis
Notogale,tenuis
Proborhyaena,gigantea
Palaeothentes,lucina
Palaeothentes,chubutensis
Callomenus,praecursor
Parabderites,minusculus
Prohegetotherium,shumwayi
Prosotherium,garzoni
Prosotherium,triangulidens
Eutrachytherus,grandis
Eutrachytherus,spegazzinianus
Argyrohyrax,proavus
Plagiarthrus,clivus
Pyrotherium,sorondoi
Protheosodon,coniferus
Notodiaphorus,crassus
Cephalomys,arcidens
Rhynchippus,equinus
Cephalomys,prosus
Leontinia,gaudryi
Asteromys,prospicuus
Proadinotherium,leptognathus
Coresodon,scalpridens
Eosteiromys,medianus
Asmodeus,osborni
Scotamys,antiquus
Parastrapotherium,holmbergi
Litodontomys,chubutensis
Proeutatus,lagenaformis
Prozaedyus,planus
Prozaedyus,impressus
Proeuphractus,setiger
Peltephilus,undulatus
Palaeopeltis,inornatus
Epanorthus,chubutensis
Deuterotherium,distichum
Pharsophorus,tenax
Notogale,mitis
Tricoelodus,bicuspidatus
Archaeohyrax,sp.
Rhynchippus,pumilus
Homo,sapiens
Astroconodon,denisoni
Kermackia,texana
Kermackia,texana
Pappotherium,pattersoni
Holoclemensia,texana
Pappotherium,pattersoni
Holoclemensia,sp.
Astroconodon,denisoni
Paracimexomys,sp.
Arundelconodon,hottoni
Gobiconodon,ostromi
Gobiconodon,ostromi
Corviconodon,montanensis
Montanalestes,keeblerorum
Paracimexomys,sp.
Paracimexomys,sp.
Dakotamys,malcolmi
Eoalphadon,lillegraveni
Pariadens,kirklandi
Paracimexomys,robisoni
Dakotamys,malcolmi
Dakotadens,morrowi
Eoalphadon,clemensi
Bryceomys,sp.
Paracimexomys,sp.
Dakotamys,malcolmi
Dakotamys,sp.
Dakotadens,sp.
Eoalphadon,clemensi
Eoalphadon,lillegraveni
Alphadon,sp.
Protalphadon,sp.
Pariadens,kirklandi
Dakotadens,morrowi
Cimolodon,similis
Paracimexomys,robisoni
Dakotadens,morrowi
Dakotamys,malcolmi
Pariadens,kirklandi
Astroconodon,denisoni
Paracimexomys,sp.
Spalacotheroides,bridwelli
Pappotherium,pattersoni
Adinodon,pattersoni
Oklatheridium,minax
Oklatheridium,szalayi
Oklatheridium,sp.
Holoclemensia,texana
Kermackia,texana
Pappotherium,pattersoni
Cimolodon,similis
Paracimexomys,sp.
Symmetrodontoides,oligodontos
Astroconodon,denisoni
Astroconodon,denisoni
Astroconodon,denisoni
Paracimexomys,crossi
Atokatheridium,boreni
Oklatheridium,szalayi
Oklatheridium,minax
Oklatheridium,sp.
Pappotherium,pattersoni
Holoclemensia,texana
Kermackia,texana
Pappotherium,pattersoni
Varalphadon,sp.
Paracimexomys,robisoni
Paracimexomys,robisoni
Cedaromys,bestia
Paracimexomys,sp._A
Sinbadelphys,schmidti
Bryceomys,intermedius
Cedaromys,parvus
Janumys,erebos
Paracimexomys,perplexus
Bryceomys,intermedius
Cedaromys,bestia
Cedaromys,parvus
Mesodma,sp.
Ameribaatar,zofiae
Kokopellia,juddi
Janumys,erebros
Sinbadelphys,schmidti
Spalacolestes,cretulablatta
Spalacotheridium,noblei
Astroconodon,delicatus
Corviconodon,utahensis
Jugulator,amplissimus
Corviconodon,utahensis
Jugulator,amplissimus
Cedaromys,parvus
Corviconodon,utahensis
Jugulator,amplissimus
Spalacolestes,cretulablatta
Spalacotheridium,noblei
Janumys,erebos
Paracimexomys,perplexus
Bryceomys,intermedius
Cedaromys,bestia
Cedaromys,parvus
Ameribaatar,zofiae
Adelodelphys,muizoni
Sinbadelphys,schmidti
Astroconodon,delicatus
Corviconodon,utahensis
Jugulator,amplissimus
Spalacolestes,cretulablatta
Spalacotheridium,noblei
Paracimexomys,perplexus
Paracimexomys,robisoni
Bryceomys,intermedius
Cedaromys,bestia
Cedaromys,parvus
Adelodelphys,muizoni
Sinbadelphys,schmidti
Corviconodon,utahensis
Spalacolestes,cretulablatta
Spalacotheridium,noblei
Ameribaatar,zofiae
Astroconodon,delicatus
Spalacotheridium,noblei
Paracimexomys,perplexus
Cedaromys,bestia
Corviconodon,utahensis
Spalacolestes,cretulablatta
Spalacotheridium,noblei
Janumys,erebos
Paracimexomys,perplexus
Bryceomys,intermedius
Cedaromys,bestia
Cedaromys,parvus
Ameribaatar,zofiae
Adelodelphys,muizoni
Sinbadelphys,schmidti
Paracimexomys,robisoni
Bryceomys,intermedius
Astroconodon,delicatus
Spalacolestes,cretulablatta
Spalacolestes,inconcinnus
Spalacotheridium,noblei
Janumys,erebos
Paracimexomys,perplexus
Paracimexomys,robisoni
Bryceomys,intermedius
Cedaromys,bestia
Cedaromys,parvus
Ameribaatar,zofiae
Adelodelphys,muizoni
Sinbadelphys,schmidti
Pariadens,mckennai
Paracimexomys,robisoni
Cedaromys,bestia
Astroconodon,delicatus
Spalacotheridium,noblei
Janumys,erebos
Paracimexomys,robisoni
Cedaromys,bestia
Cedaromys,parvus
Paracimexomys,perplexus
Astroconodon,denisoni
Astroconodon,denisoni
Paracimexomys,sp.
Holoclemensia,texana
Bryceomys,sp.
Paracimexomys,priscus
Paracimexomys,robisoni
Bryceomys,fumosus
Bryceomys,hadrosus
Bryceomys,sp.
Spalacotheridium,mckennai
Symmetrodontoides,oligodontos
Paracimexomys,robisoni
Bryceomys,fumosus
Bryceomys,hadrosus
Bryceomys,sp.
Symmetrodontoides,oligodontos
Anchistodelphys,delicatus
Paracimexomys,robisoni
Bryceomys,fumosus
Symmetrodontoides,oligodontos
Cedaromys,sp.
Paracimexomys,sp.
Holoclemensia,texana
Cimolomys,sp.
Meniscoessus,intermedius
Cimolodon,similis
Cimolodon,similis
Bryceomys,sp.
Symmetrodontoides,sp.
Cedaromys,hutchisoni
Cedaromys,sp.
Cimexomys,sp.
Cimolodon,wardi
Mesodma,minor
Anchistodelphys,sp.
Turgidodon,sp.
Aenigmadelphys,sp.
Picopsis,sp._B
Eoalphadon,clemensi
Cimolomys,sp.
Symmetrodontoides,foxi
Alphadon,sp.
Picopsis,sp.
Cimolodon,nitidus
Paracimexomys,sp.
Varalphadon,sp.
Pediomys,sp.
Picopsis,sp._A
Cimolodon,electus
Cimolodon,similis
Alticonodon,lindoei
Mesodma,senecta
Cimexomys,antiquus
Cimolodon,electus
Cimolodon,similis
Cimolomys,sp.
Viridomys,orbatus
Albertatherium,primus
Apistodon,exiguus
Aquiladelphis,incus
Aquiladelphis,minor
Paracimexomys,magister
Varalphadon,creber
Cimolodon,electus
Cimolodon,similis
Alticonodon,lindoei
Symmetrodontoides,canadensis
Mesodma,senecta
Mesodma,sp.
Cimexomys,antiquus
Cimolodon,electus
Cimolodon,similis
Cimolomys,sp.
Potamotelses,aquilensis
Picopsis,pattersoni
Picopsis,sp.
Albertatherium,primus
Apistodon,exiguus
Aquiladelphis,incus
Aquiladelphis,minor
Eodelphis,sp.
Iqualadelphis,lactea
Paracimexomys,magister
Varalphadon,creber
Cimolodon,electus
Cimolodon,similis
Cimolomys,sp.
Meniscoessus,ferox
Viridomys,orbatus
Aquiladelphis,incus
Aquiladelphis,minor
Eodelphis,sp.
Varalphadon,creber
Picopsis,sp.
Paracimexomys,magister
Symmetrodontoides,canadensis
Picopsis,sp.
Mesodma,formosa
Mesodma,sp.
Cimolodon,similis
Cimolodon,electus
Cimolodon,sp.
Cimolomys,clarki
Cimolomys,sp.
Meniscoessus,sp.
Cimexomys,antiquus
Paracimexomys,sp.
Symmetrodontoides,foxi
Iugomortiferum,thoringtoni
Anchistodelphys,archibaldi
Paranyctoides,sp._B
Alphadon,attaragos
Iqualadelphis,sp.
Cedaromys,sp.
Meniscoessus,intermedius
Cimolomys,sp.
Cimolodon,similis
Protalphadon,sp.
Eoalphadon,clemensi
Apistodon,exiguus
Aquiladelphis,laurae
Cimolomys,sp.
Protalphadon,sp.
Alphadon,halleyi
Cimolomys,clarki
Ectocentrocristus,foxi
Mesodma,primaeva
Mesodma,sp.
Cimolomys,clarki
Meniscoessus,intermedius
Paracimexomys,priscus
Falepetrus,barwini
Alphadon,halleyi
Gypsonictops,lewisi
Turgidodon,russelli
Mesodma,sp.
Cimolomys,sp.
Meniscoessus,sp.
Gypsonictops,sp.
Meniscoessus,major
Mesodma,senecta
Cimolodon,electus
Meniscoessus,intermedius
Essonodon,sp.
Alphadon,sp.
Gypsonictops,sp.
Paracimexomys,judithae
Alphadon,marshi
Mesodma,sp.
Alphadon,sahnii
Alostera,saskatchewanensis
Alphadon,sahnii
Meniscoessus,major
Paracimexomys,judithae
Paracimexomys,magnus
Mesodma,primaeva
Mesodma,sp.
Cimolomys,clarki
Meniscoessus,major
Cimolodon,sp.
Turgidodon,praesagus
Turgidodon,russelli
Alphadon,halleyi
Alphadon,attaragos
Aletridelphys,clemensi
Paranyctoides,sp.
Gypsonictops,lewisi
Cimolestes,sp.
Batodon,sp.
Ectocentrocristus,foxi
Leptalestes,prokrejcii
Eodelphis,sp.
Cimolomys,clarki
Meniscoessus,major
Turgidodon,russelli
Meniscoessus,major
Alphadon,halleyi
Eodelphis,sp.
Mesodma,primaeva
Cimexomys,sp.
Mesodma,primaeva
Cimolodon,sp.
Cimolomys,sp.
Meniscoessus,sp.
Alphadon,halleyi
Turgidodon,russelli
Turgidodon,praesagus
Eodelphis,sp.
Gypsonictops,lewisi
Paranyctoides,sternbergi
Cimolestes,sp.
Paracimexomys,judithae
Alphadon,halleyi
Paracimexomys,sp.
Cimolomys,sp.
Cimolomys,clarki
Didelphodon,sp.
Protalphadon,lulli
Mesodma,formosa
Stygimys,sp.
Gallolestes,pachymandibularis
Mesodma,sp.
Cimolomys,sp.
Cimexomys,sp.
Gypsonictops,sp.
Mesodma,primaeva
Mesodma,sp.
Cimolomys,clarki
Alphadon,halleyi
Gypsonictops,lewisi
Cimolodon,sp.
Turgidodon,russelli
Protalphadon,lulli
Alphadon,halleyi
Aletridelphys,clemensi
Meniscoessus,major
Mesodma,primaeva
Mesodma,sp.
Meniscoessus,major
Cimolomys,clarki
Alphadon,halleyi
Aletridelphys,clemensi
Gypsonictops,lewisi
Alphadon,sp.
Turgidodon,russelli
Eodelphis,sp.
Turgidodon,russelli
Aletridelphys,clemensi
Pediomys,elegans
Leptalestes,prokrejcii
Aletridelphys,hatcheri
Gypsonictops,lewisi
Paranyctoides,sternbergi
Paracimexomys,sp.
Mesodma,senecta
Cimolodon,electus
Cimolodon,sp.
Meniscoessus,intermedius
Alphadon,sp.
Gypsonictops,sp.
Cimolestes,sp.
Paracimexomys,judithae
Alphadon,marshi
Cimolomys,clarki
Alphadon,halleyi
Turgidodon,russelli
Mesodma,hensleighi
Mesodma,formosa
Cimolodon,similis
Cimolodon,sp._A
Cimolodon,sp.
Cimolomys,sp._A
Cimolomys,sp._B
Meniscoessus,sp.
Paracimexomys,judithae
Paracimexomys,sp.
Varalphadon,wahweapensis
Turgidodon,lillegraveni
Turgidodon,madseni
Alphadon,halleyi
Aenigmadelphys,archeri
Gypsonictops,sp._A
Avitotherium,utahensis
Iqualadelphis,lactea
Alphadon,sahnii
Paranyctoides,sp._A
Mesodma,sp.
Symmetrodontoides,sp.
Mesodma,thompsoni
Mesodma,hensleighi
Cimolodon,sp._A
Cimexomys,sp.
Paracimexomys,magnus
Paracimexomys,sp._B
Gypsonictops,sp._C
Paranyctoides,sp._B
Paracimexomys,sp._C
Cimolodon,sp._B
Cimolodon,sp._C
Eodelphis,sp.
Alphadon,sahnii
Alphadon,attaragos
Alphadon,halleyi
Mesodma,primaeva
Mesodma,small_sp.
Mesodma,large_sp.
Meniscoessus,major
Cimolomys,clarki
Paracimexomys,judithae
Paracimexomys,priscus
Alphadon,halleyi
Turgidodon,praesagus
Turgidodon,russelli
Leptalestes,prokrejcii
Eodelphis,sp.
Gypsonictops,lewisi
Paranyctoides,maleficus
Falepetrus,barwini
Eodelphis,cutleri
Aletridelphys,clemensi
Gypsonictops,lewisi
Meniscoessus,major
Cimolomys,sp.
Cimolomys,clarki
Mesodma,formosa
Mesodma,hensleighi
Mesodma,sp.
Cimolodon,nitidus
Cimolodon,sp.
Cimexomys,gregoryi
Paracimexomys,sp.
Symmetrodontoides,foxi
Alphadon,attaragos
Turgidodon,sp.
Alphadon,marshi
Turgidodon,russelli
Mesodma,sp.
Cimolodon,nitidus
Cimolomys,milliensis
Alphadon,attaragos
Turgidodon,sp.
Alphadon,marshi
Turgidodon,russelli
Meniscoessus,intermedius
Turgidodon,praesagus
Alphadon,halleyi
Alphadon,halleyi
Eodelphis,cutleri
Mesodma,primaeva
Mesodma,large_sp.
Mesodma,small_sp.
Meniscoessus,major
Cimolomys,clarki
Paracimexomys,judithae
Alphadon,halleyi
Turgidodon,praesagus
Turgidodon,russelli
Aletridelphys,clemensi
Eodelphis,sp.
Paranyctoides,maleficus
Meniscoessus,major
Mesodma,primaeva
Meniscoessus,major
Eodelphis,cutleri
Eodelphis,browni
Turgidodon,praesagus
Gypsonictops,lewisi
Turgidodon,russelli
Mesodma,sp.
Alphadon,halleyi
Alphadon,attaragos
Turgidodon,russelli
Protalphadon,lulli
Cimolomys,sp.
Meniscoessus,sp.
Alphadon,halleyi
Mesodma,sp.
Alphadon,sp.
Cimexomys,sp.
Paracimexomys,sp.
Cimolomys,clarki
Meniscoessus,sp.
Cimolodon,electus
Cimolodon,sp.
Paleomolops,langstoni
Alphadon,perexiguus
Alphadon,halleyi
Turgidodon,lillegraveni
Gallolestes,agujaensis
Mesodma,sp.
Meniscoessus,sp.
Alphadon,sp.
Eodelphis,sp.
Alphadon,halleyi
Turgidodon,russelli
Eodelphis,sp.
Mesodma,sp.
Alphadon,halleyi
Cimolomys,sp.
Cimolodon,sp.
Gypsonictops,sp.
Alphadon,halleyi
Ectocentrocristus,foxi
Leptalestes,prokrejcii
Aquiladelphis,minor
Eodelphis,sp.
Gypsonictops,clemensi
Gypsonictops,lewisi
Paranyctoides,sternbergi
Alphadon,marshi
Meniscoessus,collomensis
Mesodma,sp.
Kimbetohia,campi
Cimolodon,electus
Cimolodon,sp.
Meniscoessus,intermedius
Essonodon,sp.
Alphadon,marshi
Alphadon,sp.
Leptalestes,cooki
Cimolestes,sp.
Bistius,bondi
Paracimexomys,judithae
Gypsonictops,clemensi
Cimolodon,nitidus
Didelphodon,coyi
Didelphodon,coyi
Mesodma,thompsoni
Cimolodon,nitidus
Cimolomys,gracilis
Meniscoessus,conquistus
Meniscoessus,robustus
Leptalestes,cooki
Leptalestes,krejcii
Eodelphis,cutleri
Didelphodon,sp.
Gypsonictops,sp.
Cimolestes,sp.
Turgidodon,rhaister
Leptalestes,krejcii
Paracimexomys,robisoni
Paracimexomys,priscus
Turgidodon,sp.
Meniscoessus,robustus
Cimolomys,gracilis
Mesodma,thompsoni
Cimolodon,nitidus
Pediomys,elegans
Leptalestes,cooki
Aletridelphys,hatcheri
Aletridelphys,florencae
Gypsonictops,hypoconus
Cimolestes,incisus
Cimolestes,stirtoni
Mesodma,sp.
Didelphodon,vorax
Gypsonictops,hypoconus
Meniscoessus,robustus
Gypsonictops,illuminatus
Glasbius,twitchelli
Mesodma,formosa
Mesodma,thompsoni
Cimolodon,nitidus
Glasbius,twitchelli
Leptalestes,krejcii
Aletridelphys,florencae
Gypsonictops,sp.
Alphadon,sp.
Mesodma,hensleighi
Essonodon,browni
Aletridelphys,florencae
Mesodma,sp.
Cimolomys,gracilis
Meniscoessus,robustus
Mesodma,formosa
Mesodma,thompsoni
Didelphodon,vorax
Mesodma,formosa
Mesodma,thompsoni
Mesodma,hensleighi
Cimexomys,minor
Cimolodon,nitidus
Meniscoessus,robustus
Alphadon,marshi
Pediomys,elegans
Gypsonictops,hypoconus
Protungulatum,sp.
Mesodma,thompsoni
Mesodma,sp.
Parikimys,carpenteri
Cimolodon,nitidus
Essonodon,browni
Paressonodon,nelsoni
Paracimexomys,priscus
Cimexomys,minor
Cimexomys,sp.
Essonodon,browni
Cimexomys,minor
Mesodma,formosa
Mesodma,thompsoni
Cimolodon,nitidus
Meniscoessus,robustus
Pediomys,elegans
Aletridelphys,hatcheri
Leptalestes,cooki
Gypsonictops,hypoconus
Gypsonictops,illuminatus
Glasbius,twitchelli
Cimolomys,gracilis
Essonodon,browni
Alphadon,marshi
Nortedelphys,jasoni
Didelphodon,vorax
Gypsonictops,hypoconus
Batodon,tenuis
Cimolodon,nitidus
Pediomys,elegans
Leptalestes,krejcii
Aletridelphys,hatcheri
Aletridelphys,florencae
Gypsonictops,hypoconus
Meniscoessus,robustus
Alostera,saskatchewanensis
Cimolestes,magnus
Nortedelphys,jasoni
Nortedelphys,minimus
Glasbius,twitchelli
Cimolodon,nitidus
Didelphodon,vorax
Pediomys,elegans
Leptalestes,krejcii
Aletridelphys,hatcheri
Leptalestes,cooki
Aletridelphys,florencae
Glasbius,sp.
Gypsonictops,hypoconus
Meniscoessus,robustus
Essonodon,browni
Mesodma,formosa
Mesodma,hensleighi
Mesodma,thompsoni
Cimexomys,minor
Cimolodon,nitidus
Cimolomys,gracilis
Meniscoessus,robustus
Alphadon,marshi
Glasbius,intricatus
Pediomys,elegans
Leptalestes,cooki
Leptalestes,krejcii
Aletridelphys,hatcheri
Aletridelphys,florencae
Didelphodon,vorax
Gypsonictops,hypoconus
Cimolestes,incisus
Cimolestes,stirtoni
Cimolestes,magnus
Batodon,tenuis
Nortedelphys,jasoni
Protalphadon,lulli
Turgidodon,rhaister
Essonodon,browni
Leptalestes,krejcii
Mesodma,sp.
Cimolodon,nitidus
Glasbius,intricatus
Didelphodon,vorax
Gypsonictops,hypoconus
Mesodma,thompsoni
Cimolomys,gracilis
Meniscoessus,robustus
Essonodon,browni
Didelphodon,vorax
Aletridelphys,hatcheri
Leptalestes,cooki
Cimolodon,nitidus
Cimolomys,gracilis
Meniscoessus,robustus
Didelphodon,vorax
Gypsonictops,hypoconus
Meniscoessus,robustus
Didelphodon,vorax
Cimolomys,gracilis
Mesodma,formosa
Cimolodon,nitidus
Alphadon,marshi
Mesodma,thompsoni
Cimolodon,nitidus
Cimolomys,gracilis
Meniscoessus,robustus
Aletridelphys,hatcheri
Aletridelphys,florencae
Gypsonictops,hypoconus
Pediomys,elegans
Gypsonictops,illuminatus
Pediomys,elegans
Didelphodon,vorax
Pediomys,elegans
Turgidodon,rhaister
Cimolestes,magnus
Cimolodon,sp.
Cimolomys,sp.
Essonodon,sp.
Mesodma,sp.
Meniscoessus,robustus
Mesodma,thompsoni
Cimolodon,nitidus
Glasbius,twitchelli
Didelphodon,vorax
Gypsonictops,illuminatus
Alphadon,sp.
Mesodma,thompsoni
Meniscoessus,robustus
Essonodon,browni
Aletridelphys,hatcheri
Gypsonictops,illuminatus
Cimolodon,nitidus
Glasbius,twitchelli
Gypsonictops,illuminatus
Alphadon,sp.
Mesodma,thompsoni
Glasbius,twitchelli
Pediomys,elegans
Gypsonictops,illuminatus
Alphadon,sp.
Meniscoessus,robustus
Mesodma,thompsoni
Mesodma,hensleighi
Mesodma,formosa
Cimolomys,gracilis
Cimolodon,nitidus
Aletridelphys,hatcheri
Pediomys,elegans
Aletridelphys,florencae
Didelphodon,vorax
Gypsonictops,hypoconus
Mesodma,thompsoni
Cimolodon,nitidus
Cimolomys,gracilis
Meniscoessus,robustus
Alphadon,marshi
Leptalestes,cooki
Aletridelphys,hatcheri
Aletridelphys,florencae
Didelphodon,vorax
Gypsonictops,hypoconus
Cimolestes,incisus
Mesodma,sp.
Cimolodon,nitidus
Cimolestes,sp.
Cimolodon,nitidus
Protalphadon,lulli
Cimolodon,nitidus
Gypsonictops,sp.
Protalphadon,lulli
Cimolodon,nitidus
Meniscoessus,seminoensis
Cimolodon,nitidus
Meniscoessus,robustus
Essonodon,browni
Alphadon,sp.
Aletridelphys,florencae
Cimolodon,nitidus
Alphadon,sp.
Mesodma,hensleighi
Mesodma,formosa
Mesodma,thompsoni
Neoplagiaulax,burgessi
Cimolodon,nitidus
Cimolomys,gracilis
Meniscoessus,robustus
Essonodon,browni
Paracimexomys,priscus
Alphadon,marshi
Nortedelphys,jasoni
Glasbius,twitchelli
Pediomys,elegans
Leptalestes,cooki
Leptalestes,krejcii
Aletridelphys,hatcheri
Aletridelphys,florencae
Didelphodon,vorax
Gypsonictops,illuminatus
Cimolestes,incisus
Cimolestes,stirtoni
Cimolestes,propalaeoryctes
Batodon,tenuis
Protalphadon,foxi
Turgidodon,rhaister
Meniscoessus,robustus
Cimolodon,nitidus
Meniscoessus,robustus
Meniscoessus,robustus
Meniscoessus,robustus
Meniscoessus,robustus
Mesodma,garfieldensis
Alphadon,sp.
Didelphodon,vorax
Leptalestes,krejcii
Mesodma,hensleighi
Mesodma,formosa
Mesodma,thompsoni
Parectypodus,foxi
Cimolodon,nitidus
Cimolomys,gracilis
Meniscoessus,robustus
Paracimexomys,priscus
Nortedelphys,jasoni
Turgidodon,petiminis
Pediomys,elegans
Leptalestes,krejcii
Aletridelphys,hatcheri
Didelphodon,vorax
Gypsonictops,illuminatus
Cimolestes,incisus
Cimolestes,magnus
Batodon,tenuis
Alostera,saskatchewanensis
Meniscoessus,robustus
Mesodma,thompsoni
Cimolodon,nitidus
Cimolodon,nitidus
Meniscoessus,robustus
Aletridelphys,hatcheri
Didelphodon,vorax
Glasbius,sp.
Gypsonictops,sp.
Meniscoessus,robustus
Aletridelphys,florencae
Mesodma,sp.
Cimolodon,nitidus
Meniscoessus,gracilis
Meniscoessus,robustus
Pediomys,elegans
Aletridelphys,hatcheri
Aletridelphys,florencae
Didelphodon,vorax
Gypsonictops,hypoconus
Cimolestes,incisus
Batodon,tenuis
Didelphodon,vorax
Didelphodon,sp.
Delphodon,comptus
Didelphodon,vorax
Didelphodon,sp.
Didelphodon,vorax
Allacodon,lentus
Allacodon,pumilis
Cimolodon,nitidus
Cimolomys,parvus
Cimolodon,nitidus
Cimolomys,gracilis
Meniscoessus,robustus
Meniscoessus,robustus
Meniscoessus,robustus
Meniscoessus,robustus
Meniscoessus,robustus
Camptomus,amplus
Mesodma,sp.
Turgidodon,rhaister
Mesodma,thompsoni
Cimolodon,nitidus
Cimolomys,gracilis
Meniscoessus,robustus
Alphadon,marshi
Protalphadon,lulli
Turgidodon,rhaister
Pediomys,elegans
Leptalestes,cooki
Leptalestes,krejcii
Aletridelphys,hatcheri
Aletridelphys,florencae
Didelphodon,vorax
Gypsonictops,hypoconus
Cimolestes,incisus
Nortedelphys,jasoni
Mesodma,sp.
Cimolestes,sp.
Mesodma,formosa
Cimolodon,nitidus
Cimolodon,nitidus
Cimolomys,sp.
Meniscoessus,robustus
Meniscoessus,robustus
Meniscoessus,robustus
Essonodon,browni
Cimolodon,sp.
Mesodma,sp.
Neoplagiaulax,sp.
Paracimexomys,sp.
Mesodma,formosa
Aletridelphys,florencae
Gypsonictops,hypoconus
Cimolodon,nitidus
Cimolomys,gracilis
Leptalestes,cooki
Didelphodon,vorax
Gypsonictops,hypoconus
Cimolomys,gracilis
Delphodon,comptus
Pediomys,sp.
Meniscoessus,robustus
Meniscoessus,robustus
Mesodma,formosa
Alphadon,marshi
Cimolodon,nitidus
Meniscoessus,robustus
Essonodon,browni
Aletridelphys,hatcheri
Leptalestes,krejcii
